City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1691,Partur,IN,89.35,overcast clouds,19.6,76.2167,Prasanna Deshpande
1695,Camocim,BR,76.95,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
1699,Pimentel,PE,70.09,broken clouds,-6.8367,-79.9342,Hotel Puerto del Sol
1702,Prescott,US,75.96,clear sky,34.54,-112.4685,Prescott Resort & Conference Center
1713,Wichian Buri,TH,79.63,light rain,15.6578,101.10600000000001,Mit Sali Hotel
1716,Palasa,IN,79.61,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
1722,Vieques,PR,85.84,broken clouds,18.425,-65.8329,"The St. Regis Bahia Beach Resort, Puerto Rico"
1725,Morondava,MG,71.2,clear sky,-20.2833,44.2833,La Case Bambou
1731,Keene,US,71.67,clear sky,42.9337,-72.2781,Days Inn by Wyndham Keene NH
1732,El Alto,PE,73.06,broken clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
1733,Vidalia,US,82.51,clear sky,32.2177,-82.4135,Quality Inn & Suites
1735,Madang,PG,79.32,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
1736,Lasem,ID,77.99,light rain,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
1738,Ayacucho,PE,73.26,scattered clouds,-13.1583,-74.2239,Hotel Incasol
1741,Dera Bugti,PK,86.9,clear sky,29.0307,69.15100000000001,Nawab Bugti House
1744,Piranhas,BR,79.39,broken clouds,-16.4269,-51.8222,Planalto Hotel
1745,Mamallapuram,IN,86.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1746,Qinzhou,CN,75.7,overcast clouds,21.95,108.6167,Jinjiang Inn Style Qingzhou Walmart
1748,Diu,IN,81.9,overcast clouds,20.7141,70.9822,Hotel Relax Inn
1750,Grand Forks,US,71.33,clear sky,47.9417,-97.4337,Warrior Inn
1755,Kuala Terengganu,MY,78.75,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
1758,Aiken,US,85.32,clear sky,33.5835,-81.5998,Aiken Cottages
1760,Tshikapa,CD,76.86,overcast clouds,-6.4167,20.8,Tatem beach
1762,Wajir,KE,80.33,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
1769,Saint Paul,US,80.85,clear sky,44.9444,-93.0933,"InterContinental Saint Paul Riverfront, an IHG Hotel"
1772,Matale,LK,74.1,overcast clouds,7.4721,80.6234,Anil's Inn
1773,Phuket,TH,87.1,few clouds,8.0,98.25,The Surin
1778,Saurimo,AO,73.17,overcast clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
1779,Coolum Beach,AU,72.1,light rain,-26.5333,153.1,Coolum Beach Resort
1781,Simga,IN,86.22,broken clouds,21.6333,81.7,OM Hotel & Sweet
1783,Marrakesh,MA,82.47,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
1784,Iranshahr,IR,84.54,clear sky,27.2025,60.6848,نیک سرشت
1786,Lake Havasu City,US,86.0,clear sky,34.4839,-114.3224,Heat Hotel
1788,Inongo,CD,75.85,overcast clouds,-1.95,18.2667,Hotel Du Lac
1790,Brookings,US,75.11,clear sky,44.3114,-96.7984,"Holiday Inn Express & Suites Brookings, an IHG Hotel"
1791,Carauari,BR,76.53,overcast clouds,-4.8828,-66.8958,Hotel Fellip
1794,Hearst,CA,71.85,light rain,49.6835,-83.6665,Companion
1795,Mananara,MG,72.61,few clouds,-16.1667,49.7667,Chez Roger
1797,Mae Sot,TH,75.11,overcast clouds,16.7167,98.5667,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
1798,Alugan,PH,80.51,broken clouds,12.2188,125.4808,JM Lodge
1799,Arauca,CO,89.56,few clouds,7.0847,-70.7591,Hotel Verano Plaza
1800,Bocas Del Toro,PA,83.46,overcast clouds,9.3333,-82.25,Hotel Bocas del Toro
1801,Lingig,PH,76.64,overcast clouds,8.0389,126.4125,BREXIE INN
1804,Sechura,PE,75.31,scattered clouds,-5.5569,-80.8222,Hospedaje Costa Bella
1806,Katherine,AU,75.52,broken clouds,-14.4667,132.2667,Pine Tree Motel
1807,Trairi,BR,75.47,overcast clouds,-3.2778,-39.2689,janelas do mar
1810,Freeport,US,70.05,overcast clouds,40.6576,-73.5832,The Freeport Inn and Marina
1811,San Lorenzo De El Escorial,ES,71.98,broken clouds,40.5914,-4.1474,Hotel Florida
1813,Saint-Paul,RE,74.35,clear sky,-21.0096,55.2707,Boucan Canot
1816,Ende,ID,75.83,broken clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
1817,La Tuque,CA,77.25,few clouds,47.4334,-72.7824,Appart-Hôtel La Tuque
1821,Eyl,SO,83.48,light rain,7.9803,49.8164,Amiin Hotel
1822,Coria Del Rio,ES,77.13,clear sky,37.2877,-6.0541,Hotel Gran Avenida
1823,Manadhoo,MV,83.57,overcast clouds,5.7667,73.3833,Bon Abri maldives
1825,Mitsamiouli,KM,79.7,clear sky,-11.3847,43.2844,Foyer ADM
1832,Male,MV,85.95,thunderstorm,4.1748,73.5089,Hotel Octave Maldives
1836,Yangjiang,CN,73.45,heavy intensity rain,21.85,111.9667,HUALUXE Yangjiang City Center
1839,La Libertad,EC,74.86,scattered clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
1840,Mataram,ID,77.81,broken clouds,-8.5833,116.1167,Hotel Santika Mataram
1842,Samana,DO,88.02,scattered clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
1844,Xuddur,SO,75.09,overcast clouds,4.1213,43.8894,Banjanay Hotel
1845,San Jose De Sisa,PE,88.32,few clouds,-6.6167,-76.6915,Killu Sisa Hospedaje
1846,Tarauaca,BR,77.05,overcast clouds,-8.1614,-70.7656,Flat Temporada
1849,Sai Buri,TH,80.96,overcast clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
1855,Mango,US,87.19,clear sky,27.9797,-82.3065,Hilton Garden Inn Tampa East/Brandon
1858,Tecoanapa,MX,86.74,broken clouds,16.5167,-98.75,Hotel Manglares
1859,Crestview,US,87.91,clear sky,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
1863,Omboue,GA,78.17,overcast clouds,-1.5746,9.2618,Hotel Olako
1874,Harindanga,IN,82.53,heavy intensity rain,22.0383,88.3214,Hasanur Builders
1875,Beni Mazar,EG,73.9,clear sky,28.4962,30.8029,Link Co-Working space & Development center
1876,Kulhudhuffushi,MV,83.61,overcast clouds,6.6221,73.07,Haajy Guest House 1
1877,Olinda,BR,82.13,few clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
1879,Contamana,PE,85.19,broken clouds,-7.3333,-75.0167,Shiringal Touristic Park
1883,Burdeos,PH,80.47,overcast clouds,14.8436,121.9697,Queen Margarette Hotel Burdeos
1884,Adeje,ES,73.02,clear sky,28.1227,-16.726,Gran Tacande Wellness & Relax
1886,San Matias,BO,82.54,few clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
1888,Kampot,KH,78.85,overcast clouds,10.6167,104.1833,Two Moons Hotel
1889,Normandin,CA,79.11,broken clouds,48.8333,-72.5321,Chambres MB Normandin (Lac St -Jean)
1891,Laurel,US,74.66,clear sky,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
1899,Dancalan,PH,79.29,overcast clouds,9.9821,122.7386,Balai ni Mente
1901,Cockburn Town,TC,82.36,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
1903,Iralaya,HN,82.54,few clouds,15.0,-83.2333,Iglesia morava renovada
1906,Asifabad,IN,89.11,overcast clouds,19.3667,79.2833,సిడం కైలాష్
1909,Karia,NG,89.35,broken clouds,11.7306,11.1629,Kasakchiya Luxury Suites
1910,Lodwar,KE,87.84,broken clouds,3.1191,35.5973,Solmar Gracious Hotel
1911,Pinos,MX,72.93,broken clouds,22.3,-101.5667,Hotel El Meson Del Conde
1912,Sao Jose Da Coroa Grande,BR,77.41,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
1915,Sigli,ID,80.42,overcast clouds,5.3848,95.9609,Losmen Dua Mali
1917,Mbanza-Ngungu,CD,70.72,overcast clouds,-5.25,14.8667,Hotel Full Business
1920,Wanning,CN,78.37,broken clouds,18.8003,110.3967,Paradise Hotel
1922,Presidente Medici,BR,78.44,scattered clouds,-11.1753,-61.9014,Oliveira Palace Hotel
1925,Iturama,BR,75.79,broken clouds,-19.7281,-50.1956,República DominaCana
1927,Buin,CL,75.52,overcast clouds,-33.7333,-70.75,Paihuen
1928,Tando Ghulam Ali,PK,83.44,clear sky,25.1311,68.8676,Sakoon Hotel
1929,Gunjur,GM,75.27,clear sky,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
1930,Palimbang,PH,78.31,moderate rain,6.2106,124.1894,Felmar Beach resort
1931,Sosua,DO,89.58,scattered clouds,19.7667,-70.5167,Piergiorgio Palace Hotel
1932,Rayong,TH,83.79,overcast clouds,12.8333,101.4333,Suan Palm Garden View Hotel
1933,Nueva Concepcion,GT,89.58,broken clouds,14.2,-91.3,Hotel Villa Las Flores
1935,Miranda,CO,84.33,broken clouds,3.2499,-76.2281,unidiversidad organica la utopia
1937,El Tigre,VE,87.17,few clouds,8.8875,-64.2454,Hotel Santa Cruz
1938,Ilebo,CD,72.68,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
1945,Bam,IR,78.62,clear sky,29.105999999999998,58.357,Bam Tourist Hotel
1948,Mehran,IR,75.97,clear sky,33.1222,46.1646,بوتیک زنانه بهار
1952,Tuscaloosa,US,84.09,clear sky,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
1956,Sarangani,PH,80.55,overcast clouds,5.4033,125.4636,Ballistic Islet
1965,Upata,VE,87.19,few clouds,8.0086,-62.3989,Posada Villa Nela
1966,Tan An,VN,82.42,overcast clouds,10.5333,106.4167,Mỹ Đình Hotel
1967,Winslow,US,82.58,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
1968,Baillif,GP,81.9,broken clouds,16.0202,-61.7463,Hôtel Saint-Georges
1972,Chateaubelair,VC,81.12,few clouds,13.2833,-61.25,Richmond Vale Diving & Hiking Center
1976,Ouesso,CG,75.83,broken clouds,1.6136,16.0517,ABENIE Hotel
1982,Uvira,CD,73.36,light rain,-3.4067,29.1458,Hotel Suzana
1983,Barranca De Upia,CO,83.07,broken clouds,4.5696,-72.9668,HOTEL GUAICARAMO
1984,Todos Santos,MX,77.07,clear sky,23.45,-110.2167,Hotel California Todos Santos
1985,Dandeli,IN,75.72,moderate rain,15.2667,74.6167,Shree Lodge and adventure
1993,Maharajganj,IN,82.83,clear sky,27.1333,83.5667,Pt. Deen Dayal Hostel
2001,Hit,IQ,74.68,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
2007,Singkawang,ID,77.68,broken clouds,0.9,109.0,Capital O 1822 Wahana Inn
2008,Santiago De Cuba,CU,82.51,light rain,20.0247,-75.8219,Cubanacan San Felix
2009,Kipini,KE,81.05,few clouds,-2.5257,40.5262,Delta Sea Mall
2013,Colombo,LK,84.15,overcast clouds,6.9319,79.8478,Galle Face Hotel
2014,Puerto Cabezas,NI,85.96,scattered clouds,14.0351,-83.3888,Cabaña Caribe
2015,Lisala,CD,71.17,overcast clouds,2.15,21.5167,Guest house Eden
2017,Kourou,GF,83.1,scattered clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
2021,Tlaxco,MX,72.55,scattered clouds,19.6167,-98.1167,Hacienda Santa María Xalostoc
2022,Betong,TH,73.17,overcast clouds,5.7743,101.0723,New Cathay Hotel
2025,Mossoro,BR,84.15,broken clouds,-5.1875,-37.3442,Hotel Thermas
2026,Show Low,US,74.08,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
2033,Limoeiro De Anadia,BR,72.34,scattered clouds,-9.7406,-36.5028,Shopp Motel
2034,Roma,US,77.14,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
2035,Twentynine Palms,US,75.15,broken clouds,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
2038,Yilan,TW,77.02,overcast clouds,24.756999999999998,121.75299999999999,Dar Chen Hotel
2044,Wer,IN,89.22,clear sky,27.0,77.1667,Vijendra kumar s/o sohanlal
2047,Tamandare,BR,77.05,overcast clouds,-8.7597,-35.1047,Pousada 100 Passos
